1N-Z,N,Z,A,EL,O,Mass Excess,Mass Excess Error,Mass Excess Experimental,Binding Energy/A,Binding Energy/A Error,Binding Energy/A Experimental,Beta Type,Beta-Decay Energy,Beta-Decay Energy Error,Beta-Decay Energy Experimental,Atomic Mass,Atomic Mass Error,Atomic Mass Experimental
25,112,87,199,Fr,-a,6771.393,13.725999999999999,True,7695.259,0.069,True,B-,,,True,199007269.38900003,14.734000000000002,True
48,124,76,200,Os,x,-18779.0,298.0,False,7868.0,1.0,False,B-,2832.0,357.0,False,199979840.0,320.0,False
46,123,77,200,Ir,x,-21611.0,196.0,False,7878.0,1.0,False,B-,4988.0,197.0,False,199976800.0,210.0,False
44,122,78,200,Pt,-nn,-26599.16,20.11,True,7899.198,0.10099999999999999,True,B-,640.932,33.439,True,199971444.625,21.588,True
42,121,79,200,Au,,-27240.092,26.717,True,7898.491,0.134,True,B-,2263.178,26.719,True,199970756.556,28.680999999999997,True
40,120,80,200,Hg,,-29503.27,0.529,True,7905.895,0.003,True,B-,-2456.04,5.735,True,199968326.93400002,0.568,True
38,119,81,200,Tl,-,-27047.23,5.7589999999999995,True,7889.703,0.028999999999999998,True,B-,-796.176,12.34,True,199970963.602,6.182,True
36,118,82,200,Pb,4n,-26251.054,10.927,True,7881.81,0.055,True,B-,-5880.299,24.851999999999997,True,199971818.33200002,11.73,True
34,117,83,200,Bi,+a,-20370.755,22.320999999999998,True,7848.496999999999,0.11199999999999999,True,B-,-3428.994,23.573,True,199978131.093,23.962,True
32,116,84,200,Po,,-16941.761000000002,7.579,True,7827.44,0.038,True,B-,-7953.869000000001,25.612,True,199981812.27,8.135,True
30,115,85,200,At,-a,-8987.892,24.465,True,7783.759,0.122,True,B-,-4983.127,28.03,True,199990351.1,26.264,True
28,114,86,200,Rn,-a,-4004.765,13.681,True,7754.932,0.068,True,B-,-10137.263,33.529,True,199995700.70700002,14.686,True
26,113,87,200,Fr,-a,6132.4980000000005,30.611,True,7700.334,0.153,True,B-,,,True,200006583.507,32.861,True
49,125,76,201,Os,x,-15239.0,298.0,False,7851.0,1.0,False,B-,4657.0,357.0,False,200983640.0,320.0,False
47,124,77,201,Ir,x,-19897.0,196.0,False,7871.0,1.0,False,B-,3844.0,202.0,False,200978640.0,210.0,False
45,123,78,201,Pt,+,-23740.714,50.103,True,7885.8330000000005,0.249,True,B-,2660.0,50.0,True,200974513.29299998,53.788000000000004,True
43,122,79,201,Au,,-26400.714,3.218,True,7895.175,0.016,True,B-,1261.827,3.147,True,200971657.665,3.4539999999999997,True
41,121,80,201,Hg,,-27662.542,0.711,True,7897.56,0.004,True,B-,-481.704,14.181,True,200970303.038,0.763,True
39,120,81,201,Tl,,-27180.838,14.185,True,7891.271,0.071,True,B-,-1909.8020000000001,18.53,True,200970820.16799998,15.228,True
37,119,82,201,Pb,,-25271.036,13.747,True,7877.8769999999995,0.068,True,B-,-3854.603,20.480999999999998,True,200972870.425,14.758,True
35,118,83,201,Bi,+a,-21416.432999999997,15.183,True,7854.808000000001,0.076,True,B-,-4895.248,15.962,True,200977008.512,16.299,True
33,117,84,201,Po,,-16521.185,4.942,True,7826.561,0.025,True,B-,-5731.746999999999,9.561,True,200982263.777,5.305,True
31,116,85,201,At,+a,-10789.438,8.184,True,7794.153,0.040999999999999995,True,B-,-6717.113,50.401,True,200988417.061,8.786,True
29,115,86,201,Rn,-a,-4072.324,49.732,True,7756.842,0.247,True,B-,-7660.901999999999,50.553999999999995,True,200995628.17900002,53.388999999999996,True
27,114,87,201,Fr,-a,3588.577,9.08,True,7714.835999999999,0.045,True,B-,-8348.224,22.239,True,201003852.496,9.747,True
25,113,88,201,Ra,-a,11936.801000000001,20.301,True,7669.41,0.10099999999999999,True,B-,,,True,201012814.683,21.794,True
50,126,76,202,Os,x,-13087.0,401.0,False,7842.0,2.0,False,B-,3689.0,499.0,False,201985950.0,430.0,False
48,125,77,202,Ir,x,-16776.0,298.0,False,7856.0,1.0,False,B-,5916.0,299.0,False,201981990.0,320.0,False
46,124,78,202,Pt,x,-22692.125,25.15,True,7881.56,0.125,True,B-,1660.854,34.275999999999996,True,201975639.0,27.0,True
44,123,79,202,Au,x,-24352.979,23.287,True,7885.909000000001,0.115,True,B-,2992.345,23.298000000000002,True,201973856.0,25.0,True
42,122,80,202,Hg,,-27345.324,0.705,True,7896.85,0.003,True,B-,-1365.108,1.636,True,201970643.585,0.7559999999999999,True
40,121,81,202,Tl,,-25980.216,1.6059999999999999,True,7886.219,0.008,True,B-,-39.602,4.096,True,201972109.08900002,1.723,True
38,120,82,202,Pb,,-25940.613999999998,3.7960000000000003,True,7882.15,0.019,True,B-,-5199.13,15.856,True,201972151.604,4.075,True
36,119,83,202,Bi,,-20741.484,15.395999999999999,True,7852.539000000001,0.076,True,B-,-2799.868,17.666,True,201977733.1,16.528,True
34,118,84,202,Po,,-17941.616,8.67,True,7834.805,0.043,True,B-,-7350.884,29.289,True,201980738.88099998,9.307,True
32,117,85,202,At,-a,-10590.732,27.976999999999997,True,7794.541,0.138,True,B-,-4316.097,33.01,True,201988630.38,30.034000000000002,True
30,116,86,202,Rn,-a,-6274.635,17.52,True,7769.3009999999995,0.087,True,B-,-9370.871,18.881,True,201993263.902,18.808,True
28,115,87,202,Fr,-a,3096.237,7.04,True,7719.0380000000005,0.035,True,B-,-5978.625,16.586,True,202003323.94599998,7.557,True
26,114,88,202,Ra,-a,9074.860999999999,15.017999999999999,True,7685.568,0.07400000000000001,True,B-,,,True,202009742.26400003,16.122,True
51,127,76,203,Os,x,-7640.0,401.0,False,7816.0,2.0,False,B-,7050.0,566.0,False,202991798.0,430.0,False
49,126,77,203,Ir,x,-14690.0,401.0,False,7847.0,2.0,False,B-,4937.0,446.0,False,202984230.0,430.0,False
47,125,78,203,Pt,x,-19627.0,196.0,False,7867.0,1.0,False,B-,3517.0,196.0,False,202978930.0,210.0,False
45,124,79,203,Au,,-23143.436,3.083,True,7880.8640000000005,0.015,True,B-,2125.8289999999997,3.451,True,202975154.498,3.3089999999999997,True
43,123,80,203,Hg,,-25269.265,1.6269999999999998,True,7887.482,0.008,True,B-,492.11199999999997,1.225,True,202972872.32599998,1.746,True
41,122,81,203,Tl,,-25761.377,1.166,True,7886.053000000001,0.006,True,B-,-974.82,6.461,True,202972344.022,1.252,True
39,121,82,203,Pb,,-24786.557,6.553999999999999,True,7877.397,0.032,True,B-,-3261.7290000000003,14.356,True,202973390.535,7.0360000000000005,True
37,120,83,203,Bi,+a,-21524.827,12.777999999999999,True,7857.475,0.063,True,B-,-4213.939,15.433,True,202976892.145,13.717,True
35,119,84,203,Po,+a,-17310.889,8.655,True,7832.863,0.043,True,B-,-5148.332,13.665999999999999,True,202981415.995,9.291,True
33,118,85,203,At,,-12162.556999999999,10.575999999999999,True,7803.648,0.052000000000000005,True,B-,-6008.858,21.026999999999997,True,202986942.95700002,11.353,True
31,117,86,203,Rn,-a,-6153.6990000000005,18.179000000000002,True,7770.193,0.09,True,B-,-7030.116,19.218,True,202993393.732,19.516,True
29,116,87,203,Fr,,876.4169999999999,6.232,True,7731.7080000000005,0.031,True,B-,-7785.309,38.63,True,203000940.872,6.689,True
27,115,88,203,Ra,-a,8661.726,38.124,True,7689.503000000001,0.188,True,B-,,,True,203009298.745,40.928000000000004,True
50,127,77,204,Ir,x,-9688.0,401.0,False,7824.0,2.0,False,B-,8234.0,446.0,False,203989600.0,430.0,False
48,126,78,204,Pt,x,-17922.0,196.0,False,7860.0,1.0,False,B-,2728.0,280.0,False,203980760.0,210.0,False
46,125,79,204,Au,+,-20650.0,200.0,False,7870.0,1.0,False,B-,4040.0,200.0,False,203977831.0,215.0,False
44,124,80,204,Hg,,-24690.145,0.498,True,7885.545,0.002,True,B-,-344.0,1.186,True,203973494.037,0.534,True
42,123,81,204,Tl,,-24346.145,1.1520000000000001,True,7880.023,0.006,True,B-,763.748,0.177,True,203973863.337,1.236,True
40,122,82,204,Pb,,-25109.892000000003,1.146,True,7879.932,0.006,True,B-,-4463.996,9.248,True,203973043.42,1.23,True
38,121,83,204,Bi,+a,-20645.896,9.18,True,7854.215,0.045,True,B-,-2304.652,14.335,True,203977835.717,9.854,True
36,120,84,204,Po,-a,-18341.244,11.013,True,7839.0830000000005,0.054000000000000006,True,B-,-6465.811,24.86,True,203980309.863,11.822000000000001,True
34,119,85,204,At,,-11875.433,22.288,True,7803.552,0.109,True,B-,-3905.24,23.498,True,203987251.197,23.926,True
32,118,86,204,Rn,,-7970.193,7.444,True,7780.5740000000005,0.036000000000000004,True,B-,-8577.503,25.684,True,203991443.64400002,7.9910000000000005,True
30,117,87,204,Fr,-a,607.31,24.581,True,7734.691999999999,0.12,True,B-,-5449.477,28.94,True,204000651.974,26.389,True
28,116,88,204,Ra,-a,6056.786999999999,15.273,True,7704.144,0.075,True,B-,,,True,204006502.228,16.396,True
51,128,77,205,Ir,x,-5960.0,503.0,False,7807.0,2.0,False,B-,7007.0,585.0,False,204993602.0,540.0,False
49,127,78,205,Pt,x,-12966.0,298.0,False,7837.0,1.0,False,B-,5803.0,357.0,False,204986080.0,320.0,False
47,126,79,205,Au,x,-18770.0,196.0,False,7861.0,1.0,False,B-,3518.0,196.0,False,204979850.0,210.0,False
45,125,80,205,Hg,,-22287.74,3.654,True,7874.732,0.018000000000000002,True,B-,1533.135,3.7239999999999998,True,204976073.125,3.923,True
43,124,81,205,Tl,,-23820.874,1.237,True,7878.394,0.006,True,B-,-50.636,0.503,True,204974427.23700002,1.328,True
41,123,82,205,Pb,,-23770.238999999998,1.1440000000000001,True,7874.331,0.006,True,B-,-2705.7340000000004,5.107,True,204974481.597,1.228,True
39,122,83,205,Bi,,-21064.504,5.111000000000001,True,7857.316,0.025,True,B-,-3543.1059999999998,11.28,True,204977386.32299998,5.487,True
37,121,84,205,Po,,-17521.398,10.059,True,7836.215999999999,0.049,True,B-,-4549.452,18.13,True,204981190.004,10.798,True
35,120,85,205,At,+a,-12971.946000000002,15.085,True,7810.206999999999,0.07400000000000001,True,B-,-5262.161,15.913,True,204986074.04099998,16.194000000000003,True
33,119,86,205,Rn,,-7709.786,5.08,True,7780.722,0.025,True,B-,-6399.973000000001,9.329,True,204991723.20400003,5.452999999999999,True
31,118,87,205,Fr,x,-1309.813,7.824,True,7745.686,0.038,True,B-,-7148.804,70.954,True,204998593.85799998,8.399,True
29,117,88,205,Ra,-a,5838.991,70.521,True,7706.9980000000005,0.344,True,B-,-8267.702,86.92299999999999,True,205006268.415,75.707,True
27,116,89,205,Ac,-a,14106.693000000001,50.818000000000005,True,7662.851,0.248,True,B-,,,True,205015144.158,54.555,True
50,128,78,206,Pt,x,-9632.0,298.0,False,7822.0,1.0,False,B-,4583.0,422.0,False,205989660.0,320.0,False
48,127,79,206,Au,x,-14215.0,298.0,False,7840.0,1.0,False,B-,6731.0,299.0,False,205984740.0,320.0,False
46,126,80,206,Hg,+a,-20945.801,20.44,True,7869.172,0.099,True,B-,1307.566,20.41,True,205977513.75599998,21.943,True
44,125,81,206,Tl,,-22253.367000000002,1.284,True,7871.721,0.006,True,B-,1532.217,0.612,True,205976110.026,1.3780000000000001,True
42,124,82,206,Pb,,-23785.584,1.1440000000000001,True,7875.361999999999,0.006,True,B-,-3757.3059999999996,7.546,True,205974465.124,1.227,True
40,123,83,206,Bi,-,-20028.278000000002,7.632000000000001,True,7853.3240000000005,0.037000000000000005,True,B-,-1839.604,8.6,True,205978498.757,8.193,True
38,122,84,206,Po,-a,-18188.674,4.012,True,7840.597,0.019,True,B-,-5758.956,15.58,True,205980473.654,4.306,True
36,121,85,206,At,,-12429.718,15.056,True,7808.843000000001,0.073,True,B-,-3296.7529999999997,17.33,True,205986656.148,16.162,True
34,120,86,206,Rn,,-9132.965,8.591000000000001,True,7789.041,0.042,True,B-,-7890.549,29.475,True,205990195.35799998,9.222999999999999,True
32,119,87,206,Fr,-a,-1242.4160000000002,28.195,True,7746.94,0.13699999999999998,True,B-,-4807.955,33.455,True,205998666.211,30.268,True
30,118,88,206,Ra,-a,3565.539,18.008,True,7719.802,0.087,True,B-,-9913.913,53.608000000000004,True,206003827.76299998,19.332,True
28,117,89,206,Ac,-a,13479.452,50.493,True,7667.879,0.245,True,B-,,,True,206014470.787,54.206,True
51,129,78,207,Pt,x,-4540.0,401.0,False,7798.0,2.0,False,B-,6270.0,500.0,False,206995126.0,430.0,False
49,128,79,207,Au,x,-10810.0,300.0,False,7825.0,1.0,False,B-,5677.0,301.0,False,206988395.0,322.0,False
47,127,80,207,Hg,x,-16487.444,29.808000000000003,True,7848.61,0.14400000000000002,True,B-,4547.008,30.3,True,206982300.0,32.0,True
45,126,81,207,Tl,,-21034.451,5.439,True,7866.797,0.026000000000000002,True,B-,1417.595,5.402,True,206977418.586,5.8389999999999995,True
43,125,82,207,Pb,,-22452.047000000002,1.147,True,7869.866,0.006,True,B-,-2397.42,2.1180000000000003,True,206975896.735,1.23,True
41,124,83,207,Bi,,-20054.627,2.397,True,7854.505,0.012,True,B-,-2908.8520000000003,6.614,True,206978470.471,2.573,True
39,123,84,207,Po,,-17145.775,6.659,True,7836.673000000001,0.032,True,B-,-3918.3579999999997,14.075,True,206981593.252,7.148,True
37,122,85,207,At,+a,-13227.416000000001,12.405999999999999,True,7813.964,0.06,True,B-,-4592.654,15.037,True,206985799.783,13.318,True
35,121,86,207,Rn,+a,-8634.761999999999,8.497,True,7787.9980000000005,0.040999999999999995,True,B-,-5790.420999999999,19.458,True,206990730.2,9.121,True
33,120,87,207,Fr,,-2844.341,17.505,True,7756.246,0.085,True,B-,-6388.826,56.008,True,206996946.474,18.792,True
31,119,88,207,Ra,-a,3544.485,53.202,True,7721.602,0.257,True,B-,-7601.7480000000005,73.27600000000001,True,207003805.16099998,57.115,True
29,118,89,207,Ac,-a,11146.233,50.387,True,7681.099,0.243,True,B-,,,True,207011965.973,54.092,True
52,130,78,208,Pt,x,-990.0,400.0,False,7783.0,2.0,False,B-,5111.0,499.0,False,207998937.0,429.0,False
50,129,79,208,Au,x,-6101.0,298.0,False,7804.0,1.0,False,B-,7164.0,300.0,False,207993450.0,320.0,False
48,128,80,208,Hg,x,-13265.406,30.739,True,7834.191,0.14800000000000002,True,B-,3484.7259999999997,30.795,True,207985759.0,33.0,True
46,127,81,208,Tl,+a,-16750.131999999998,1.854,True,7847.183000000001,0.009000000000000001,True,B-,4998.465999999999,1.669,True,207982017.992,1.99,True
44,126,82,208,Pb,,-21748.597999999998,1.148,True,7867.453,0.006,True,B-,-2878.375,2.013,True,207976651.91799998,1.2309999999999999,True
42,125,83,208,Bi,+n,-18870.223,2.3040000000000003,True,7849.853,0.011000000000000001,True,B-,-1400.628,2.397,True,207979741.98099998,2.4730000000000003,True
40,124,84,208,Po,-a,-17469.596,1.7369999999999999,True,7839.358,0.008,True,B-,-4999.725,9.086,True,207981245.616,1.864,True
38,123,85,208,At,+a,-12469.871000000001,8.921,True,7811.56,0.043,True,B-,-2814.2790000000005,14.269,True,207986613.042,9.577,True
36,122,86,208,Rn,-a,-9655.591,11.138,True,7794.268,0.054000000000000006,True,B-,-6989.672,16.250999999999998,True,207989634.295,11.957,True
34,121,87,208,Fr,,-2665.9190000000003,11.834000000000001,True,7756.903,0.057,True,B-,-4393.774,14.880999999999998,True,207997138.018,12.704,True
32,120,88,208,Ra,-a,1727.856,9.023,True,7732.017,0.043,True,B-,-9025.38,56.442,True,208001854.92900002,9.686,True
30,119,89,208,Ac,-a,10753.235,55.716,True,7684.865,0.268,True,B-,-5930.495,65.37,True,208011544.07299998,59.813,True
28,118,90,208,Th,-a,16683.73,34.19,True,7652.592,0.16399999999999998,True,B-,,,True,208017910.722,36.704,True
51,130,79,209,Au,x,-2540.0,400.0,False,7788.0,2.0,False,B-,6104.0,426.0,False,208997273.0,429.0,False
49,129,80,209,Hg,x,-8644.0,149.0,False,7813.0,1.0,False,B-,5000.0,149.0,False,208990720.0,160.0,False
47,128,81,209,Tl,+a,-13644.757,6.11,True,7833.397,0.028999999999999998,True,B-,3969.889,6.211,True,208985351.75,6.559,True
45,127,82,209,Pb,,-17614.646,1.7469999999999999,True,7848.648,0.008,True,B-,644.016,1.146,True,208981089.898,1.875,True
43,126,83,209,Bi,,-18258.662,1.364,True,7847.986999999999,0.006999999999999999,True,B-,-1892.57,1.564,True,208980398.51900002,1.464,True
41,125,84,209,Po,-a,-16366.091999999999,1.778,True,7835.188,0.009000000000000001,True,B-,-3483.478,5.287000000000001,True,208982430.276,1.9080000000000001,True
39,124,85,209,At,,-12882.613000000001,5.102,True,7814.776999999999,0.024,True,B-,-3941.5640000000003,11.187999999999999,True,208986169.944,5.477,True
37,123,86,209,Rn,,-8941.049,9.96,True,7792.175,0.048,True,B-,-5171.477,17.713,True,208990401.38799998,10.692,True
35,122,87,209,Fr,x,-3769.572,14.648,True,7763.688,0.07,True,B-,-5627.791,15.73,True,208995953.197,15.725,True
33,121,88,209,Ra,-a,1858.219,5.747000000000001,True,7733.017,0.027000000000000003,True,B-,-6985.59,50.934,True,209001994.879,6.169,True
31,120,89,209,Ac,-a,8843.809000000001,50.608000000000004,True,7695.85,0.242,True,B-,-7523.0,148.0,False,209009494.22,54.33,True
29,119,90,209,Th,IT,16367.0,140.0,False,7656.0,1.0,False,B-,,,True,209017571.0,150.0,False
52,131,79,210,Au,x,2329.0,401.0,False,7766.0,2.0,False,B-,7694.0,446.0,False,210002500.0,430.0,False
50,130,80,210,Hg,x,-5365.0,196.0,False,7799.0,1.0,False,B-,3882.0,196.0,False,209994240.0,210.0,False
48,129,81,210,Tl,+a,-9246.969000000001,11.604000000000001,True,7813.588000000001,0.055,True,B-,5481.534000000001,11.561,True,209990072.97,12.456,True
46,128,82,210,Pb,,-14728.502,1.4469999999999998,True,7835.965,0.006999999999999999,True,B-,63.476000000000006,0.499,True,209984188.301,1.5530000000000002,True
44,127,83,210,Bi,,-14791.979,1.3630000000000002,True,7832.5419999999995,0.006,True,B-,1161.1589999999999,0.7659999999999999,True,209984120.156,1.462,True
42,126,84,210,Po,,-15953.136999999999,1.146,True,7834.346,0.005,True,B-,-3980.96,7.61,True,209982873.60099998,1.23,True
40,125,85,210,At,-a,-11972.177,7.695,True,7811.6630000000005,0.037000000000000005,True,B-,-2367.407,8.922,True,209987147.338,8.261000000000001,True
38,124,86,210,Rn,-a,-9604.77,4.5569999999999995,True,7796.665,0.022000000000000002,True,B-,-6271.565,15.824000000000002,True,209989688.854,4.8919999999999995,True
36,123,87,210,Fr,,-3333.205,15.154000000000002,True,7763.075,0.07200000000000001,True,B-,-3775.9970000000003,17.72,True,209996421.657,16.268,True
34,122,88,210,Ra,-a,442.792,9.193,True,7741.368,0.044000000000000004,True,B-,-8346.908000000001,58.133,True,210000475.35599998,9.868,True
32,121,89,210,Ac,-a,8789.699,57.402,True,7697.896,0.273,True,B-,-5269.746999999999,60.43600000000001,True,210009436.13,61.623000000000005,True
30,120,90,210,Th,-a,14059.446000000002,18.909000000000002,True,7669.076,0.09,True,B-,,,True,210015093.437,20.299,True
51,131,80,211,Hg,x,-624.0,196.0,False,7778.0,1.0,False,B-,5454.0,200.0,False,210999330.0,210.0,False
49,130,81,211,Tl,x,-6077.9980000000005,41.917,True,7799.791,0.19899999999999998,True,B-,4414.95,41.978,True,210993475.0,45.0,True
47,129,82,211,Pb,,-10492.948,2.261,True,7817.007,0.011000000000000001,True,B-,1366.183,5.471,True,210988735.35599998,2.426,True
45,128,83,211,Bi,,-11859.131000000001,5.442,True,7819.774,0.026000000000000002,True,B-,573.439,5.43,True,210987268.69799998,5.8420000000000005,True
43,127,84,211,Po,-a,-12432.571000000002,1.255,True,7818.784000000001,0.006,True,B-,-785.307,2.539,True,210986653.085,1.347,True
41,126,85,211,At,-a,-11647.264,2.7289999999999996,True,7811.354,0.013000000000000001,True,B-,-2891.86,6.894,True,210987496.147,2.929,True
39,125,86,211,Rn,-a,-8755.404,6.813,True,7793.941,0.032,True,B-,-4615.155,13.786,True,210990600.686,7.314,True
37,124,87,211,Fr,,-4140.249,11.991,True,7768.36,0.057,True,B-,-4972.272,14.369000000000002,True,210995555.259,12.872,True
35,123,88,211,Ra,x,832.023,7.917999999999999,True,7741.0869999999995,0.038,True,B-,-6370.191,53.56399999999999,True,211000893.213,8.5,True
33,122,89,211,Ac,-a,7202.214,52.976000000000006,True,7707.189,0.251,True,B-,-6707.9580000000005,90.205,True,211007731.89400002,56.871,True
31,121,90,211,Th,-a,13910.171,73.01,True,7671.69,0.34600000000000003,True,B-,-8170.0,126.0,False,211014933.183,78.37899999999999,True
29,120,91,211,Pa,x,22080.0,102.0,False,7629.0,0.0,False,B-,,,True,211023704.0,110.0,False
52,132,80,212,Hg,x,2757.0,298.0,False,7763.0,1.0,False,B-,4308.0,359.0,False,212002960.0,320.0,False
50,131,81,212,Tl,+a,-1551.0,200.0,False,7780.0,1.0,False,B-,5998.0,200.0,False,211998335.0,215.0,False
48,130,82,212,Pb,,-7548.85,1.8419999999999999,True,7804.319,0.009000000000000001,True,B-,569.104,1.825,True,211991895.975,1.9769999999999999,True
46,129,83,212,Bi,,-8117.954000000001,1.854,True,7803.313,0.009000000000000001,True,B-,2251.533,1.6669999999999998,True,211991285.01599997,1.989,True
44,128,84,212,Po,,-10369.487,1.1520000000000001,True,7810.243,0.005,True,B-,-1741.266,2.1069999999999998,True,211988867.896,1.236,True
42,127,85,212,At,-a,-8628.221,2.384,True,7798.34,0.011000000000000001,True,B-,31.386999999999997,3.605,True,211990737.223,2.559,True
40,126,86,212,Rn,-a,-8659.608,3.145,True,7794.797,0.015,True,B-,-5143.64,9.318,True,211990703.528,3.3760000000000003,True
38,125,87,212,Fr,,-3515.968,8.775,True,7766.845,0.040999999999999995,True,B-,-3317.0,14.276,True,211996225.45299998,9.42,True
36,124,88,212,Ra,-a,-198.968,11.263,True,7747.508000000001,0.053,True,B-,-7476.266,52.601000000000006,True,211999786.39900002,12.091,True
34,123,89,212,Ac,-a,7277.298000000001,51.381,True,7708.552,0.242,True,B-,-4833.51,52.36600000000001,True,212007812.501,55.16,True
32,122,90,212,Th,-a,12110.808,10.109,True,7682.062,0.048,True,B-,-9482.551,75.541,True,212013001.48700002,10.852,True
30,121,91,212,Pa,-a,21593.357999999997,74.862,True,7633.643,0.353,True,B-,,,True,212023181.425,80.367,True
53,133,80,213,Hg,x,7666.0,298.0,False,7741.0,1.0,False,B-,5882.0,299.0,False,213008230.0,320.0,False
51,132,81,213,Tl,x,1783.8110000000001,27.013,True,7765.43,0.127,True,B-,4987.343,27.894000000000002,True,213001915.0,29.0,True
49,131,82,213,Pb,+a,-3203.532,6.954,True,7785.172,0.033,True,B-,2028.1029999999998,8.371,True,212996560.867,7.465,True
47,130,83,213,Bi,,-5231.635,5.082,True,7791.021,0.024,True,B-,1421.9489999999998,5.49,True,212994383.60799998,5.456,True
45,129,84,213,Po,,-6653.584,3.053,True,7794.024,0.013999999999999999,True,B-,-73.98899999999999,5.465,True,212992857.083,3.2769999999999997,True
43,128,85,213,At,-a,-6579.595,4.898,True,7790.003000000001,0.023,True,B-,-883.569,5.724,True,212992936.51400003,5.257000000000001,True
41,127,86,213,Rn,-a,-5696.026,3.37,True,7782.182,0.016,True,B-,-2143.179,6.006,True,212993885.064,3.617,True
39,126,87,213,Fr,,-3552.848,5.091,True,7768.446999999999,0.024,True,B-,-3898.405,11.057,True,212996185.86099997,5.465,True
37,125,88,213,Ra,,345.55699999999996,9.818,True,7746.472,0.046,True,B-,-5809.134,18.156,True,213000370.97,10.54,True
35,124,89,213,Ac,-a,6154.691999999999,15.272,True,7715.526,0.07200000000000001,True,B-,-5965.394,17.834,True,213006607.333,16.395,True
33,123,90,213,Th,-a,12120.086000000001,9.217,True,7683.846,0.043,True,B-,-7542.539000000001,71.737,True,213013011.447,9.895,True
31,122,91,213,Pa,-a,19662.625,71.142,True,7644.762,0.33399999999999996,True,B-,,,True,213021108.697,76.374,True
54,134,80,214,Hg,x,11178.0,401.0,False,7727.0,2.0,False,B-,4713.0,446.0,False,214012000.0,430.0,False
52,133,81,214,Tl,x,6465.0,196.0,False,7745.0,1.0,False,B-,6647.0,196.0,False,214006940.0,210.0,False
50,132,82,214,Pb,,-182.769,1.975,True,7772.394,0.009000000000000001,True,B-,1017.9839999999999,11.255999999999998,True,213999803.788,2.12,True
48,131,83,214,Bi,,-1200.753,11.209000000000001,True,7773.495,0.052000000000000005,True,B-,3269.2929999999997,11.165,True,213998710.938,12.033,True
46,130,84,214,Po,,-4470.045999999999,1.449,True,7785.116,0.006999999999999999,True,B-,-1090.215,4.107,True,213995201.208,1.555,True
44,129,85,214,At,-a,-3379.8309999999997,4.298,True,7776.366,0.02,True,B-,939.9110000000001,10.014,True,213996371.60099998,4.614,True
42,128,86,214,Rn,-a,-4319.742,9.187000000000001,True,7777.102,0.043,True,B-,-3361.035,12.503,True,213995362.56599998,9.862,True
40,127,87,214,Fr,-a,-958.707,8.634,True,7757.74,0.04,True,B-,-1051.441,10.086,True,213998970.785,9.267999999999999,True
38,126,88,214,Ra,-a,92.734,5.25,True,7749.170999999999,0.025,True,B-,-6351.12,16.232,True,214000099.55400002,5.636,True
36,125,89,214,Ac,-a,6443.854,15.36,True,7715.8369999999995,0.07200000000000001,True,B-,-4251.03,18.692999999999998,True,214006917.762,16.489,True
34,124,90,214,Th,-a,10694.885,10.661,True,7692.316999999999,0.05,True,B-,-8790.63,76.867,True,214011481.431,11.445,True
32,123,91,214,Pa,-a,19485.515,76.125,True,7647.5830000000005,0.35600000000000004,True,B-,,,True,214020918.561,81.723,True
55,135,80,215,Hg,x,16208.0,401.0,False,7705.0,2.0,False,B-,6297.0,499.0,False,215017400.0,430.0,False
53,134,81,215,Tl,x,9911.0,298.0,False,7730.0,1.0,False,B-,5569.0,303.0,False,215010640.0,320.0,False
51,133,82,215,Pb,+a,4342.244000000001,52.448,True,7752.736999999999,0.244,True,B-,2712.922,52.748000000000005,True,215004661.59,56.303999999999995,True
49,132,83,215,Bi,,1629.3220000000001,5.624,True,7761.717,0.026000000000000002,True,B-,2171.028,5.53,True,215001749.14900002,6.037000000000001,True
47,131,84,215,Po,,-541.706,2.121,True,7768.1759999999995,0.01,True,B-,714.049,6.819,True,214999418.45400003,2.276,True
45,130,85,215,At,-a,-1255.756,6.7989999999999995,True,7767.858,0.032,True,B-,-87.195,10.168,True,214998651.89,7.2989999999999995,True
43,129,86,215,Rn,-a,-1168.5610000000001,7.672000000000001,True,7763.814,0.036000000000000004,True,B-,-1486.625,10.306,True,214998745.498,8.236,True
41,128,87,215,Fr,-a,318.065,7.066,True,7753.26,0.033,True,B-,-2215.674,10.077,True,215000341.45599997,7.585,True
39,127,88,215,Ra,-a,2533.739,7.6129999999999995,True,7739.316,0.035,True,B-,-3496.877,14.550999999999998,True,215002720.08,8.172,True
37,126,89,215,Ac,-a,6030.615,12.405999999999999,True,7719.4130000000005,0.057999999999999996,True,B-,-4890.971,15.234000000000002,True,215006474.132,13.318,True
35,125,90,215,Th,-a,10921.586000000001,8.84,True,7693.025,0.040999999999999995,True,B-,-6942.353,73.38,True,215011724.805,9.49,True
33,124,91,215,Pa,-a,17863.939,72.845,True,7657.096,0.33899999999999997,True,B-,-7059.147,114.616,True,215019177.728,78.202,True
31,123,92,215,U,-a,24923.087000000003,88.49,True,7620.624,0.41200000000000003,True,B-,,,True,215026756.035,94.99700000000001,True
56,136,80,216,Hg,x,19859.0,401.0,False,7690.0,2.0,False,B-,5142.0,499.0,False,216021320.0,430.0,False
54,135,81,216,Tl,x,14718.0,298.0,False,7710.0,1.0,False,B-,7238.0,357.0,False,216015800.0,320.0,False
