1N-Z,N,Z,A,EL,O,Mass Excess,Mass Excess Error,Mass Excess Experimental,Binding Energy/A,Binding Energy/A Error,Binding Energy/A Experimental,Beta Type,Beta-Decay Energy,Beta-Decay Energy Error,Beta-Decay Energy Experimental,Atomic Mass,Atomic Mass Error,Atomic Mass Experimental
1,1,0,1,n,,8071.317129999999,0.00045999999999999996,True,0.0,0.0,True,B-,782.347,0.0,True,1008664.9158200001,0.00049,True
-1,0,1,1,H,,7288.970609999999,9e-05,True,0.0,0.0,True,B-,,,True,1007825.03224,9e-05,True
0,1,1,2,H,,13135.721759999999,0.00011,True,1112.2830000000001,0.0,True,B-,,,True,2014101.7781099998,0.00011999999999999999,True
1,2,1,3,H,,14949.809930000001,0.00022,True,2827.265,0.0,True,B-,18.592,0.0,True,3016049.28199,0.00022999999999999998,True
-1,1,2,3,He,,14931.21793,0.00021,True,2572.68,0.0,True,B-,-13736.0,2000.0,False,3016029.32265,0.00022,True
-3,0,3,3,Li,-pp,28667.0,2000.0,False,-2267.0,667.0,False,B-,,,True,3030775.0,2147.0,False
2,3,1,4,H,-n,24621.127,100.0,True,1720.4489999999998,25.0,True,B-,22196.211,100.0,True,4026431.8680000002,107.354,True
0,2,2,4,He,,2424.91561,5.9999999999999995e-05,True,7073.915,0.0,True,B-,-22898.272999999997,212.132,True,4002603.2541300002,5.9999999999999995e-05,True
-2,1,3,4,Li,-p,25323.189,212.132,True,1153.76,53.033,True,B-,,,True,4027185.562,227.733,True
3,4,1,5,H,-nn,32892.443999999996,89.443,True,1336.359,17.889,True,B-,21661.211,91.652,True,5035311.493,96.02,True
1,3,2,5,He,-n,11231.233,20.0,True,5512.132,4.0,True,B-,-447.654,53.852,True,5012057.223999999,21.47,True
-1,2,3,5,Li,-p,11678.886,50.0,True,5266.132,10.0,True,B-,-25460.0,2003.0,False,5012537.8,53.677,True
-3,1,4,5,Be,x,37139.0,2003.0,False,18.0,401.0,False,B-,,,True,5039870.0,2150.0,False
4,5,1,6,H,-3n,41875.721,254.127,True,961.6389999999999,42.354,True,B-,24283.626,254.127,True,6044955.437000001,272.816,True
2,4,2,6,He,,17592.095,0.053,True,4878.519,0.009000000000000001,True,B-,3505.216,0.053,True,6018885.891,0.057,True
0,3,3,6,Li,,14086.87895,0.00144,True,5332.331,0.0,True,B-,-4288.154,5.4479999999999995,True,6015122.88742,0.00155,True
-2,2,4,6,Be,-,18375.033,5.4479999999999995,True,4487.247,0.9079999999999999,True,B-,-28945.0,2003.0,False,6019726.409,5.848,True
-4,1,5,6,B,x,47320.0,2003.0,False,-467.0,334.0,False,B-,,,True,6050800.0,2150.0,False
5,6,1,7,H,-nn,49135.0,1004.0,False,940.0,143.0,False,B-,23062.0,1004.0,False,7052749.0,1078.0,False
3,5,2,7,He,-n,26073.126,7.559,True,4123.057,1.08,True,B-,11166.021,7.559,True,7027990.654,8.115,True
1,4,3,7,Li,,14907.105290000001,0.004229999999999999,True,5606.439,0.001,True,B-,-861.893,0.071,True,7016003.436660001,0.00454,True
-1,3,4,7,Be,,15768.999,0.071,True,5371.548000000001,0.01,True,B-,-11907.551000000001,25.15,True,7016928.717,0.076,True
-3,2,5,7,B,p4n,27676.55,25.15,True,3558.705,3.593,True,B-,,,True,7029712.0,27.0,True
4,6,2,8,He,,31609.681,0.08900000000000001,True,3924.52,0.011000000000000001,True,B-,10663.878,0.1,True,8033934.39,0.095,True
2,5,3,8,Li,,20945.804,0.047,True,5159.712,0.006,True,B-,16004.133,0.059000000000000004,True,8022486.246,0.05,True
0,4,4,8,Be,-a,4941.670999999999,0.035,True,7062.435,0.004,True,B-,-17979.896,1.0,True,8005305.102000001,0.037000000000000005,True
-2,3,5,8,B,,22921.567000000003,1.0,True,4717.155,0.125,True,B-,-12142.701000000001,18.27,True,8024607.316000001,1.073,True
-4,2,6,8,C,,35064.268,18.243,True,3101.5240000000003,2.28,True,B-,,,True,8037643.042,19.584,True
5,7,2,9,He,,40935.826,46.816,True,3349.0370000000003,5.202000000000001,True,B-,15980.923999999999,46.817,True,9043946.419,50.25899999999999,True
3,6,3,9,Li,-3n,24954.902000000002,0.18600000000000003,True,5037.768,0.021,True,B-,13606.448999999999,0.201,True,9026790.191,0.2,True
1,5,4,9,Be,,11348.453000000001,0.077,True,6462.668000000001,0.009000000000000001,True,B-,-1068.035,0.899,True,9012183.066,0.08199999999999999,True
-1,4,5,9,B,-,12416.488000000001,0.903,True,6257.07,0.1,True,B-,-16494.484,2.319,True,9013329.649,0.9690000000000001,True
-3,3,6,9,C,-pp,28910.972,2.137,True,4337.423,0.237,True,B-,,,True,9031037.207,2.293,True
6,8,2,10,He,-nn,49197.143,92.848,True,2995.134,9.285,True,B-,16144.518999999998,93.715,True,10052815.308,99.676,True
4,7,3,10,Li,-n,33052.623999999996,12.720999999999998,True,4531.351,1.272,True,B-,20445.136000000002,12.722000000000001,True,10035483.453,13.655999999999999,True
2,6,4,10,Be,,12607.488000000001,0.081,True,6497.63,0.008,True,B-,556.878,0.08199999999999999,True,10013534.695,0.086,True
0,5,5,10,B,,12050.608999999999,0.015,True,6475.0830000000005,0.002,True,B-,-3648.062,0.069,True,10012936.862,0.016,True
-2,4,6,10,C,,15698.671999999999,0.07,True,6032.0419999999995,0.006999999999999999,True,B-,-23101.355,400.0,True,10016853.218,0.075,True
-4,3,7,10,N,--,38800.026,400.0,True,3643.672,40.0,True,B-,,,True,10041653.543,429.417,True
5,8,3,11,Li,x,40728.254,0.615,True,4155.380999999999,0.055999999999999994,True,B-,20551.087,0.659,True,11043723.580999998,0.66,True
3,7,4,11,Be,,20177.167,0.23800000000000002,True,5952.54,0.022000000000000002,True,B-,11509.46,0.23800000000000002,True,11021661.080999998,0.255,True
1,6,5,11,B,,8667.707,0.012,True,6927.732,0.001,True,B-,-1981.6889999999999,0.061,True,11009305.166,0.013000000000000001,True
-1,5,6,11,C,,10649.396,0.06,True,6676.456,0.005,True,B-,-13654.163,46.153999999999996,True,11011432.597000001,0.064,True
-3,4,7,11,N,-p,24303.558999999997,46.153999999999996,True,5364.045999999999,4.196000000000001,True,B-,,,True,11026090.945,49.548,True
6,9,3,12,Li,-n,49009.570999999996,30.006,True,3791.6,2.501,True,B-,23931.812,30.066999999999997,True,12052613.941,32.213,True
4,8,4,12,Be,,25077.76,1.909,True,5720.722,0.159,True,B-,11708.363000000001,2.3209999999999997,True,12026922.082999999,2.048,True
2,7,5,12,B,,13369.396999999999,1.321,True,6631.223000000001,0.11,True,B-,13369.396999999999,1.321,True,12014352.638,1.4180000000000001,True
0,6,6,12,C,,0.0,0.0,True,7680.144,0.0,True,B-,-17338.068,1.0,True,12000000.0,0.0,True
-2,5,7,12,N,,17338.068,1.0,True,6170.109,0.083,True,B-,-14576.544,24.021,True,12018613.182,1.073,True
-4,4,8,12,O,-pp,31914.612999999998,24.0,True,4890.202,2.0,True,B-,,,True,12034261.747000001,25.765,True
7,10,3,13,Li,-nn,56980.888,70.003,True,3507.63,5.385,True,B-,23321.812,70.73899999999999,True,13061171.502999999,75.15,True
5,9,4,13,Be,-n,33659.077000000005,10.18,True,5241.435,0.7829999999999999,True,B-,17097.13,10.23,True,13036134.507000001,10.929,True
3,8,5,13,B,-nn,16561.947,1.0,True,6496.419,0.077,True,B-,13436.938,1.0,True,13017779.980999999,1.073,True
1,7,6,13,C,,3125.00888,0.00021,True,7469.849,0.0,True,B-,-2220.472,0.27,True,13003354.835210001,0.00022999999999999998,True
-1,6,7,13,N,,5345.481,0.27,True,7238.863,0.021,True,B-,-17769.951,9.53,True,13005738.609000001,0.289,True
-3,5,8,13,O,+3n,23115.432,9.526,True,5811.763000000001,0.733,True,B-,,,True,13024815.437,10.226,True
6,10,4,14,Be,x,39954.498,132.245,True,4993.897,9.446,True,B-,16290.813,133.936,True,14042892.92,141.97,True
4,9,5,14,B,,23663.685,21.213,True,6101.644,1.515,True,B-,20643.792,21.213,True,14025404.012,22.773000000000003,True
2,8,6,14,C,,3019.89278,0.0037600000000000003,True,7520.319,0.0,True,B-,156.476,0.004,True,14003241.988429999,0.00403,True
0,7,7,14,N,,2863.4167199999997,0.00018999999999999998,True,7475.6140000000005,0.0,True,B-,-5144.3640000000005,0.025,True,14003074.004460001,0.00021,True
-2,6,8,14,O,,8007.781,0.025,True,7052.278,0.002,True,B-,-23956.622000000003,41.119,True,14008596.705999998,0.027000000000000003,True
-4,5,9,14,F,-p,31964.402000000002,41.119,True,5285.2080000000005,2.937,True,B-,,,True,14034315.199000001,44.141999999999996,True
7,11,4,15,Be,-n,49825.815,165.797,True,4540.97,11.052999999999999,True,B-,20867.573,167.12599999999998,True,15053490.215,177.99,True
5,10,5,15,B,,28958.242000000002,21.031999999999996,True,5879.985,1.402,True,B-,19085.098,21.046999999999997,True,15031087.953,22.578000000000003,True
3,9,6,15,C,-n,9873.144,0.8,True,7100.169,0.053,True,B-,9771.705,0.8,True,15010599.256,0.858,True
1,8,7,15,N,,101.43871,0.0006,True,7699.46,0.0,True,B-,-2754.1659999999997,0.491,True,15000108.898939999,0.00065,True
-1,7,8,15,O,,2855.605,0.491,True,7463.691999999999,0.033,True,B-,-13711.146,14.009,True,15003065.617999999,0.526,True
-3,6,9,15,F,-p,16566.751,14.0,True,6497.459,0.9329999999999999,True,B-,-23648.622000000003,68.138,True,15017785.139,15.029000000000002,True
-5,5,10,15,Ne,-pp,40215.373,66.684,True,4868.728,4.446000000000001,True,B-,,,True,15043172.98,71.58800000000001,True
8,12,4,16,Be,-nn,57447.132000000005,165.797,True,4285.285,10.362,True,B-,20334.623,167.608,True,16061672.035999998,177.99,True
6,11,5,16,B,,37112.51,24.569000000000003,True,5507.302,1.536,True,B-,23418.377999999997,24.828000000000003,True,16039841.92,26.375,True
4,10,6,16,C,-nn,13694.132,3.5780000000000003,True,6922.054,0.22399999999999998,True,B-,8010.225,4.254,True,16014701.256,3.84,True
2,9,7,16,N,-n,5683.906999999999,2.301,True,7373.795999999999,0.14400000000000002,True,B-,10420.908000000001,2.301,True,16006101.925,2.47,True
0,8,8,16,O,,-4737.00135,0.00016,True,7976.206,0.0,True,B-,-15417.253999999999,8.321,True,15994914.6196,0.00016999999999999999,True
-2,7,9,16,F,-,10680.253,8.321,True,6963.731,0.52,True,B-,-13306.523000000001,22.105999999999998,True,16011465.723,8.932,True
-4,6,10,16,Ne,--,23986.776,20.48,True,6083.177,1.28,True,B-,,,True,16025750.864,21.986,True
7,12,5,17,B,x,43716.317,204.104,True,5269.6669999999995,12.005999999999998,True,B-,22684.418999999998,204.84099999999998,True,17046931.399,219.114,True
5,11,6,17,C,2p-n,21031.897999999997,17.365,True,6558.024,1.021,True,B-,13161.82,22.945999999999998,True,17022578.672000002,18.641,True
3,10,7,17,N,+p,7870.079000000001,15.0,True,7286.229,0.882,True,B-,8678.841999999999,15.0,True,17008448.877,16.102999999999998,True
1,9,8,17,O,,-808.76348,0.00066,True,7750.728,0.0,True,B-,-2760.465,0.248,True,16999131.75664,0.0007,True
-1,8,9,17,F,,1951.7020000000002,0.248,True,7542.328,0.015,True,B-,-14548.746000000001,0.43200000000000005,True,17002095.237999998,0.266,True
-3,7,10,17,Ne,,16500.447,0.354,True,6640.499,0.021,True,B-,-18672.766,1001.3560000000001,True,17017713.959000003,0.38,True
-5,6,11,17,Na,x,35173.214,1001.3560000000001,True,5496.08,58.903,True,B-,,,True,17037760.0,1075.0,True
8,13,5,18,B,-n,51792.634000000005,204.165,True,4976.63,11.342,True,B-,26873.37,206.357,True,18055601.682,219.18,True
6,12,6,18,C,++,24919.264,30.0,True,6426.130999999999,1.6669999999999998,True,B-,11806.096000000001,35.282,True,18026751.932,32.205999999999996,True
4,11,7,18,N,+,13113.168,18.57,True,7038.562,1.032,True,B-,13895.983999999999,18.57,True,18014077.565,19.935,True
2,10,8,18,O,,-782.8156,0.0007099999999999999,True,7767.097,0.0,True,B-,-1655.9289999999999,0.46299999999999997,True,17999159.61284,0.0007599999999999999,True
0,9,9,18,F,,873.113,0.46299999999999997,True,7631.638000000001,0.026000000000000002,True,B-,-4444.501,0.589,True,18000937.325,0.49700000000000005,True
-2,8,10,18,Ne,,5317.6140000000005,0.363,True,7341.257,0.02,True,B-,-19720.374,93.882,True,18005708.693,0.39,True
-4,7,11,18,Na,,25037.987999999998,93.881,True,6202.217,5.216,True,B-,,,True,18026879.386,100.785,True
9,14,5,19,B,x,59770.244000000006,525.363,True,4719.634,27.651,True,B-,27356.492000000002,534.496,True,19064166.0,564.0,True
7,13,6,19,C,-n,32413.752,98.389,True,6118.273,5.178,True,B-,16557.471,99.74799999999999,True,19034797.596,105.625,True
5,12,7,19,N,p-2n,15856.282,16.404,True,6948.543000000001,0.863,True,B-,12523.423999999999,16.614,True,19017022.419,17.61,True
3,11,8,19,O,-n,3332.8579999999997,2.637,True,7566.495,0.139,True,B-,4820.302,2.637,True,19003577.97,2.83,True
1,10,9,19,F,,-1487.4442,0.00086,True,7779.018,0.0,True,B-,-3239.494,0.16,True,18998403.16288,0.00093,True
-1,9,10,19,Ne,+3n,1752.05,0.16,True,7567.343000000001,0.008,True,B-,-11177.34,10.536,True,19001880.903,0.171,True
-3,8,11,19,Na,,12929.39,10.535,True,6937.885,0.5539999999999999,True,B-,-18898.998,51.099,True,19013880.272,11.309000000000001,True
-5,7,12,19,Mg,-pp,31828.389,50.001000000000005,True,5902.025,2.6319999999999997,True,B-,,,True,19034169.182,53.678000000000004,True
10,15,5,20,B,x,68450.0,800.0,False,4453.0,40.0,False,B-,30946.0,833.0,False,20073484.0,859.0,False
8,14,6,20,C,x,37503.562999999995,230.625,True,5961.435,11.530999999999999,True,B-,15737.067,243.74599999999998,True,20040261.732,247.585,True
6,13,7,20,N,x,21766.496,78.89399999999999,True,6709.170999999999,3.945,True,B-,17970.324,78.899,True,20023367.295,84.696,True
4,12,8,20,O,-nn,3796.172,0.885,True,7568.57,0.044000000000000004,True,B-,3813.635,0.885,True,20004075.358,0.95,True
2,11,9,20,F,-n,-17.463,0.03,True,7720.134,0.002,True,B-,7024.467,0.03,True,19999981.252,0.031,True
0,10,10,20,Ne,,-7041.93055,0.00157,True,8032.24,0.0,True,B-,-13892.535,1.114,True,19992440.17619,0.00168,True
-2,9,11,20,Na,,6850.604,1.114,True,7298.496,0.055999999999999994,True,B-,-10627.088,2.171,True,20007354.426,1.195,True
-4,8,12,20,Mg,+t,17477.692,1.8630000000000002,True,6728.025,0.09300000000000001,True,B-,,,True,20018763.075,2.0,True
11,16,5,21,B,x,77330.0,900.0,False,4203.0,43.0,False,B-,31687.0,1079.0,False,21083017.0,966.0,False
9,15,6,21,C,x,45643.0,596.0,False,5674.0,28.0,False,B-,20411.0,611.0,False,21049000.0,640.0,False
7,14,7,21,N,x,25231.912999999997,134.048,True,6609.015,6.382999999999999,True,B-,17169.878,134.584,True,21027087.573,143.906,True
5,13,8,21,O,-3n,8062.035,12.0,True,7389.374,0.5710000000000001,True,B-,8109.64,12.134,True,21008654.95,12.882,True
3,12,9,21,F,-nn,-47.605,1.8,True,7738.293000000001,0.086,True,B-,5684.170999999999,1.8,True,20999948.894,1.932,True
1,11,10,21,Ne,,-5731.776,0.038,True,7971.713000000001,0.002,True,B-,-3547.145,0.09,True,20993846.685,0.040999999999999995,True
-1,10,11,21,Na,,-2184.631,0.098,True,7765.547,0.005,True,B-,-13088.48,0.7609999999999999,True,20997654.702,0.105,True
-3,9,12,21,Mg,x,10903.85,0.755,True,7105.031,0.036000000000000004,True,B-,-16086.0,596.0,False,21011705.764000002,0.81,True
-5,8,13,21,Al,x,26990.0,596.0,False,6302.0,28.0,False,B-,,,True,21028975.0,640.0,False
10,16,6,22,C,-nn,53611.197,231.49,True,5421.076999999999,10.522,True,B-,21846.396,311.063,True,22057553.99,248.515,True
8,15,7,22,N,x,31764.801,207.77900000000002,True,6378.534000000001,9.445,True,B-,22481.767999999996,215.435,True,22034100.918,223.06,True
6,14,8,22,O,-4n,9283.033000000001,56.92100000000001,True,7364.871,2.5869999999999997,True,B-,6489.66,58.256,True,22009965.746,61.107,True
4,13,9,22,F,+,2793.373,12.399000000000001,True,7624.295,0.564,True,B-,10818.091999999999,12.399000000000001,True,22002998.809,13.31,True
2,12,10,22,Ne,,-8024.719,0.018000000000000002,True,8080.465,0.001,True,B-,-2843.2070000000003,0.171,True,21991385.109,0.018000000000000002,True
0,11,11,22,Na,,-5181.5109999999995,0.171,True,7915.6669999999995,0.008,True,B-,-4781.5779999999995,0.321,True,21994437.418,0.183,True
-2,10,12,22,Mg,,-399.93300000000005,0.313,True,7662.7609999999995,0.013999999999999999,True,B-,-18601.0,401.0,False,21999570.654,0.335,True
-4,9,13,22,Al,x,18201.0,401.0,False,6782.0,18.0,False,B-,-15137.0,643.0,False,22019540.0,430.0,False
-6,8,14,22,Si,x,33338.0,503.0,False,6058.0,23.0,False,B-,,,True,22035790.0,540.0,False
11,17,6,23,C,x,64171.0,997.0,False,5077.0,43.0,False,B-,27450.0,1082.0,False,23068890.0,1070.0,False
9,16,7,23,N,x,36720.425,420.57,True,6236.670999999999,18.285999999999998,True,B-,22099.056,437.827,True,23039421.0,451.5,True
7,15,8,23,O,x,14621.368999999999,121.712,True,7163.485,5.292000000000001,True,B-,11336.106000000002,126.19,True,23015696.686,130.66299999999998,True
5,14,9,23,F,,3285.263,33.32,True,7622.344,1.449,True,B-,8439.312,33.321,True,23003526.874,35.77,True
3,13,10,23,Ne,-n,-5154.049,0.10400000000000001,True,7955.255999999999,0.005,True,B-,4375.804,0.10400000000000001,True,22994466.9,0.11199999999999999,True
1,12,11,23,Na,,-9529.85248,0.0018100000000000002,True,8111.493,0.0,True,B-,-4056.34,0.158,True,22989769.28199,0.0019399999999999999,True
-1,11,12,23,Mg,-,-5473.513000000001,0.158,True,7901.115,0.006999999999999999,True,B-,-12221.583,0.379,True,22994123.941,0.17,True
-3,10,13,23,Al,--,6748.07,0.345,True,7335.727,0.015,True,B-,-16949.0,503.0,False,23007244.351,0.37,True
-5,9,14,23,Si,x,23697.0,503.0,False,6565.0,22.0,False,B-,,,True,23025440.0,540.0,False
10,17,7,24,N,x,46938.0,401.0,False,5887.0,17.0,False,B-,28438.0,433.0,False,24050390.0,430.0,False
8,16,8,24,O,x,18500.402,164.87400000000002,True,7039.685,6.87,True,B-,10955.886999999999,191.63299999999998,True,24019861.0,177.0,True
6,15,9,24,F,x,7544.515,97.67,True,7463.581999999999,4.07,True,B-,13496.161,97.67200000000001,True,24008099.37,104.853,True
4,14,10,24,Ne,-nn,-5951.646,0.513,True,7993.325,0.021,True,B-,2466.255,0.513,True,23993610.645,0.55,True
2,13,11,24,Na,-n,-8417.901,0.017,True,8063.488,0.001,True,B-,5515.669,0.021,True,23990963.011,0.017,True
0,12,12,24,Mg,,-13933.569,0.013000000000000001,True,8260.709,0.001,True,B-,-13884.704,0.233,True,23985041.696999997,0.013999999999999999,True
-2,11,13,24,Al,ep,-48.865,0.233,True,7649.581999999999,0.01,True,B-,-10794.06,19.473,True,23999947.540999997,0.25,True
-4,10,14,24,Si,--,10745.195,19.472,True,7167.232,0.8109999999999999,True,B-,-22574.0,503.0,False,24011535.441,20.904,True
-6,9,15,24,P,x,33320.0,503.0,False,6194.0,21.0,False,B-,,,True,24035770.0,540.0,False
11,18,7,25,N,x,55983.0,503.0,False,5613.0,20.0,False,B-,28654.0,529.0,False,25060100.0,540.0,False
9,17,8,25,O,-n,27329.027000000002,165.084,True,6727.805,6.603,True,B-,15994.862,191.19099999999997,True,25029338.919,177.225,True
7,16,9,25,F,x,11334.166000000001,96.44200000000001,True,7336.306,3.858,True,B-,13369.667,100.721,True,25012167.726999998,103.535,True
5,15,10,25,Ne,,-2035.5020000000002,29.045,True,7839.799,1.162,True,B-,7322.312,29.07,True,24997814.799000002,31.180999999999997,True
3,14,11,25,Na,-nn,-9357.813,1.2,True,8101.397,0.048,True,B-,3834.969,1.2009999999999998,True,24989953.973,1.288,True
1,13,12,25,Mg,,-13192.783000000001,0.047,True,8223.502,0.002,True,B-,-4276.808,0.045,True,24985836.964,0.05,True
-1,12,13,25,Al,,-8915.975,0.065,True,8021.1359999999995,0.003,True,B-,-12743.298999999999,10.0,True,24990428.305999998,0.069,True
-3,11,14,25,Si,+3n,3827.324,10.0,True,7480.11,0.4,True,B-,-15911.0,401.0,False,25004108.801,10.735,True
-5,10,15,25,P,x,19738.0,401.0,False,6812.0,16.0,False,B-,,,True,25021190.0,430.0,False
10,18,8,26,O,-nn,34661.037000000004,164.95,True,6497.478,6.343999999999999,True,B-,16012.161,198.93200000000002,True,26037210.155,177.081,True
8,17,9,26,F,x,18648.875,111.199,True,7083.24,4.277,True,B-,18167.762,112.71600000000001,True,26020020.391999997,119.37700000000001,True
6,16,10,26,Ne,x,481.11400000000003,18.429000000000002,True,7751.91,0.7090000000000001,True,B-,7341.893,18.758,True,26000516.496,19.784000000000002,True
4,15,11,26,Na,x,-6860.78,3.502,True,8004.201,0.135,True,B-,9353.763,3.502,True,25992634.649,3.759,True
2,14,12,26,Mg,,-16214.542,0.03,True,8333.87,0.001,True,B-,-4004.3909999999996,0.063,True,25982592.971,0.032,True
0,13,13,26,Al,,-12210.151000000002,0.067,True,8149.765,0.003,True,B-,-5069.1359999999995,0.085,True,25986891.863,0.071,True
-2,12,14,26,Si,-,-7141.015,0.10800000000000001,True,7924.7080000000005,0.004,True,B-,-18114.0,196.0,False,25992333.804,0.115,True
-4,11,15,26,P,x,10973.0,196.0,False,7198.0,8.0,False,B-,-16106.0,627.0,False,26011780.0,210.0,False
-6,10,16,26,S,x,27079.0,596.0,False,6548.0,23.0,False,B-,,,True,26029070.0,640.0,False
11,19,8,27,O,x,44670.0,500.0,False,6185.0,19.0,False,B-,19220.0,634.0,False,27047955.0,537.0,False
9,18,9,27,F,x,25450.279,389.83,True,6867.932,14.437999999999999,True,B-,18399.37,400.25800000000004,True,27027322.0,418.5,True
7,17,10,27,Ne,x,7050.909000000001,90.77,True,7520.414000000001,3.362,True,B-,12568.698999999999,90.84700000000001,True,27007569.461999997,97.445,True
5,16,11,27,Na,++,-5517.79,3.7260000000000004,True,7956.946,0.138,True,B-,9068.821,3.727,True,26994076.408000004,4.0,True
3,15,12,27,Mg,-n,-14586.611,0.05,True,8263.851999999999,0.002,True,B-,2610.251,0.069,True,26984340.628000002,0.053,True
1,14,13,27,Al,,-17196.861,0.047,True,8331.553,0.002,True,B-,-4812.359,0.096,True,26981538.408000004,0.05,True
-1,13,14,27,Si,-,-12384.503,0.107,True,8124.340999999999,0.004,True,B-,-11662.044,26.34,True,26986704.688,0.115,True
-3,12,15,27,P,p4n,-722.4580000000001,26.34,True,7663.438,0.976,True,B-,-17750.0,400.0,False,26999224.409,28.276999999999997,True
-5,11,16,27,S,-,17028.0,401.0,False,6977.0,15.0,False,B-,,,True,27018280.0,430.0,False
12,20,8,28,O,x,52080.0,699.0,False,5988.0,25.0,False,B-,18338.0,802.0,False,28055910.0,750.0,False
10,19,9,28,F,-n,33741.596,393.024,True,6614.7919999999995,14.037,True,B-,22441.859,412.74800000000005,True,28036223.095,421.92800000000005,True
8,18,10,28,Ne,x,11299.737,126.068,True,7388.346,4.502,True,B-,12288.052,126.48299999999999,True,28012130.766999997,135.339,True
6,17,11,28,Na,x,-988.315,10.245999999999999,True,7799.264,0.366,True,B-,14030.528999999999,10.44,True,27998939.0,11.0,True
4,16,12,28,Mg,+,-15018.845,2.001,True,8272.413,0.071,True,B-,1831.8,2.0,True,27983876.606,2.148,True
2,15,13,28,Al,-n,-16850.645,0.077,True,8309.894,0.003,True,B-,4642.15,0.077,True,27981910.086999997,0.083,True
0,14,14,28,Si,,-21492.7943,0.00049,True,8447.744,0.0,True,B-,-14345.055,1.1520000000000001,True,27976926.53499,0.0005200000000000001,True
-2,13,15,28,P,,-7147.74,1.1520000000000001,True,7907.479,0.040999999999999995,True,B-,-11220.945,160.004,True,27992326.585,1.236,True
-4,12,16,28,S,--,4073.2059999999997,160.0,True,7478.79,5.7139999999999995,True,B-,-23443.0,617.0,False,28004372.766,171.767,True
-6,11,17,28,Cl,x,27516.0,596.0,False,6614.0,21.0,False,B-,,,True,28029540.0,640.0,False
11,20,9,29,F,x,40150.186,525.363,True,6444.031,18.116,True,B-,21750.385,546.221,True,29043103.0,564.0,True
9,19,10,29,Ne,x,18399.801,149.505,True,7167.066999999999,5.155,True,B-,15719.806999999999,149.685,True,29019753.0,160.5,True
7,18,11,29,Na,,2679.994,7.337000000000001,True,7682.151,0.253,True,B-,13282.823999999999,13.557,True,29002877.091999996,7.876,True
5,17,12,29,Mg,x,-10602.829,11.4,True,8113.201999999999,0.39299999999999996,True,B-,7604.931,11.405,True,28988617.393000003,12.238,True
3,16,13,29,Al,x,-18207.76,0.345,True,8348.464,0.012,True,B-,3687.3179999999998,0.345,True,28980453.164,0.37,True
1,15,14,29,Si,,-21895.078380000003,0.00056,True,8448.635,0.0,True,B-,-4942.23,0.359,True,28976494.66525,0.0006,True
-1,14,15,29,P,,-16952.848,0.359,True,8251.235999999999,0.012,True,B-,-13796.431999999999,50.001000000000005,True,28981800.368,0.385,True
-3,13,16,29,S,+3n,-3156.4159999999997,50.0,True,7748.52,1.724,True,B-,-16318.591999999999,195.192,True,28996611.448000003,53.677,True
-5,12,17,29,Cl,-p,13162.176000000001,188.68,True,7158.831999999999,6.506,True,B-,,,True,29014130.178000003,202.555,True
12,21,9,30,F,x,48112.0,596.0,False,6233.0,20.0,False,B-,24832.0,648.0,False,30051650.0,640.0,False
10,20,10,30,Ne,,23280.117000000002,253.25,True,7034.531,8.442,True,B-,14805.448,253.295,True,30024992.235,271.875,True
8,19,11,30,Na,,8474.67,4.727,True,7501.968000000001,0.158,True,B-,17358.49,5.85,True,30009097.931999996,5.074,True
6,18,12,30,Mg,x,-8883.82,3.447,True,8054.505999999999,0.115,True,B-,6981.024,4.496,True,29990462.825999998,3.7,True
4,17,13,30,Al,x,-15864.844,2.888,True,8261.128,0.096,True,B-,8568.116,2.888,True,29982968.388,3.1,True
2,16,14,30,Si,-n,-24432.96,0.022000000000000002,True,8520.654,0.001,True,B-,-4232.106,0.061,True,29973770.136,0.023,True
0,15,15,30,P,-,-20200.854,0.065,True,8353.506,0.002,True,B-,-6141.601,0.196,True,29978313.489,0.069,True
-2,14,16,30,S,-,-14059.253,0.20600000000000002,True,8122.706999999999,0.006999999999999999,True,B-,-18502.0,196.0,False,29984906.769,0.221,True
-4,13,17,30,Cl,x,4443.0,196.0,False,7480.0,7.0,False,B-,-16488.0,284.0,False,30004770.0,210.0,False
-6,12,18,30,Ar,-pp,20931.147,206.155,True,6904.204000000001,6.872000000000001,True,B-,,,True,30022470.511,221.31599999999997,True
13,22,9,31,F,-nn,56143.0,546.0,False,6033.0,18.0,False,B-,24961.0,608.0,False,31060272.0,587.0,False
11,21,10,31,Ne,,31181.591,266.195,True,6813.09,8.587,True,B-,18935.558999999997,266.562,True,31033474.816,285.772,True
9,20,11,31,Na,x,12246.031,13.972000000000001,True,7398.677,0.451,True,B-,15368.181999999999,14.307,True,31013146.656,15.0,True
7,19,12,31,Mg,x,-3122.151,3.074,True,7869.188,0.099,True,B-,11828.555,3.801,True,30996648.231999997,3.3,True
5,18,13,31,Al,x,-14950.706,2.2359999999999998,True,8225.517,0.07200000000000001,True,B-,7998.33,2.2359999999999998,True,30983949.755999997,2.4,True
3,17,14,31,Si,-n,-22949.036,0.043,True,8458.291,0.001,True,B-,1491.505,0.043,True,30975363.194000002,0.046,True
1,16,15,31,P,,-24440.54095,0.00067,True,8481.167,0.0,True,B-,-5398.016,0.22899999999999998,True,30973761.99863,0.00072,True
