N,Z,A,elt,S(2n),S(2n) Error,S(2n) Experimental,S(2p),S(2p) Error,S(2p) Experimental,Q(a),Q(a) Error,Q(a) Experimental,Q(2B-),Q(2B-) Error,Q(2B-) Experimental,Q(ep),Q(ep) Error,Q(ep) Experimental,Q(B- n),Q(B- n) Error,Q(B- n) Experimental,S(n),S(n) Error,S(n) Experimental,S(p),S(p) Error,S(p) Experimental,Q(4B-),Q(4B-) Error,Q(4B-) Experimental,"Q(d,a)","Q(d,a) Error","Q(d,a) Experimental","Q(p,a)","Q(p,a) Error","Q(p,a) Experimental","Q(n,a)","Q(n,a) Error","Q(n,a) Experimental"
120,79,199,Au,14096.64,0.11,True,15407.58,20.11,True,173.59,1.36,True,-1034.35,27.95,True,-10562.0,196.0,False,-6210.75,0.49,True,7584.28,0.06,True,6478.71,2.06,True,-8296.18,10.58,True,12036.81,0.51,True,8414.82,0.53,True,5988.15,38.41,True
119,80,199,Hg,15148.47,3.22,True,13704.26,0.67,True,822.87,0.66,True,-4314.26,10.01,True,-6931.04,2.13,True,-10088.64,7.56,True,6663.07,0.58,True,7254.26,0.61,True,-14337.59,18.06,True,12304.48,0.62,True,6456.69,2.98,True,8744.84,0.66,True
118,81,199,Tl,15860.38,32.36,True,11497.6,27.95,True,2082.72,27.97,True,-7261.83,29.88,True,-5767.58,27.95,True,-10063.22,29.28,True,8601.96,28.95,True,4394.05,27.95,True,-19236.02,28.46,True,13191.64,28.13,True,8630.6,28.1,True,8725.71,28.1,True
117,82,199,Pb,16629.04,11.09,True,9269.52,10.5,True,3356.67,25.21,True,-10023.32,20.64,True,-1566.46,10.01,True,-13933.64,29.68,True,7235.63,13.28,True,4992.03,12.52,True,-23732.35,38.89,True,13820.65,19.14,True,7128.84,15.7,True,12240.54,10.42,True
116,83,199,Bi,17253.01,13.46,True,7033.86,19.44,True,4932.77,6.71,True,-11974.19,11.86,True,-557.79,12.99,True,-13395.53,20.37,True,9499.4,29.88,True,2019.05,13.71,True,-27568.96,17.32,True,14658.64,11.6,True,9414.8,13.06,True,12345.43,16.07,True
115,84,199,Po,17993.13,52.86,True,5041.02,18.68,True,6074.29,1.9,True,-13709.03,41.7,True,3570.04,20.05,True,-16565.29,18.99,True,7806.45,25.08,True,3127.97,33.27,True,,,True,15189.51,19.89,True,7664.6,30.38,True,15786.23,19.61,True
114,85,199,At,18610.76,9.63,True,3714.12,9.92,True,6777.27,1.15,True,-15594.77,14.74,True,3257.14,28.46,True,-15664.33,14.46,True,10180.18,7.96,True,638.99,18.24,True,,,True,15245.42,49.97,True,9513.72,14.55,True,14832.06,25.01,True
113,86,199,Rn,19152.44,40.93,True,2719.4,62.3,True,7131.89,4.09,True,,,True,6684.93,41.43,True,-19144.79,49.51,True,8340.41,39.91,True,2073.91,38.04,True,,,True,15566.61,38.43,True,7279.28,48.27,True,17619.99,39.94,True
112,87,199,Fr,19625.21,56.11,True,1451.3,15.88,True,7816.77,9.84,True,,,True,6196.93,14.93,True,,,True,10873.95,35.02,True,-712.78,19.2,True,,,True,15971.85,21.23,True,9664.46,19.91,True,16332.47,33.25,True
124,76,200,Os,11085.0,357.0,False,,,True,-2323.0,499.0,False,7820.0,299.0,False,,,True,-2452.0,301.0,False,6367.0,357.0,False,11208.0,499.0,False,10724.0,298.0,False,9071.0,499.0,False,6587.0,422.0,False,2007.0,499.0,False
123,77,200,Ir,11932.0,277.0,False,19049.0,446.0,False,-1493.0,357.0,False,5629.0,197.0,False,-14040.0,446.0,False,-2293.0,196.0,False,5283.0,200.0,False,8416.0,277.0,False,5437.0,196.0,False,12937.0,277.0,False,8562.0,277.0,False,4538.0,357.0,False
122,78,200,Pt,12837.79,20.0,True,17340.0,197.0,False,-746.97,44.72,True,2904.11,20.11,True,-13405.0,197.0,False,-5576.74,20.11,True,7281.79,20.01,True,9489.62,45.62,True,-348.11,22.89,True,9933.0,197.0,False,6529.0,28.28,True,4356.0,197.0,False
121,79,200,Au,13801.95,26.72,True,15997.0,197.0,False,-229.51,46.79,True,-192.86,27.33,True,-10130.55,48.98,True,-5765.34,26.72,True,6217.67,26.72,True,7140.38,26.8,True,-6869.34,34.81,True,13374.71,26.8,True,8043.71,26.72,True,6670.41,33.44,True
120,80,200,Hg,14691.59,0.59,True,14177.21,2.13,True,716.32,0.67,True,-3252.22,10.93,True,-9403.56,2.19,True,-9515.19,27.95,True,8028.52,0.11,True,7698.5,0.62,True,-12561.51,7.58,True,10788.32,0.62,True,6500.52,0.62,True,6562.88,0.67,True
119,81,200,Tl,15661.12,9.49,True,12044.39,5.77,True,1666.56,6.46,True,-6676.48,23.05,True,-5242.46,5.77,True,-9886.74,11.54,True,7059.15,28.53,True,4790.13,5.74,True,-18059.34,25.13,True,14617.89,5.76,True,8357.05,6.57,True,9738.91,5.77,True
118,82,200,Pb,16326.2,13.94,True,9874.69,10.93,True,3149.97,11.31,True,-9309.29,13.2,True,-3993.96,10.93,True,-13524.81,15.18,True,9090.57,14.81,True,5480.63,30.01,True,-22246.29,17.47,True,11988.5,13.28,True,6954.65,19.63,True,9935.58,11.38,True
117,83,200,Bi,17143.9,35.77,True,7419.95,23.56,True,4700.92,25.39,True,-11382.86,33.12,True,399.67,35.77,True,-13233.59,28.71,True,7644.51,24.7,True,2427.92,24.46,True,-26503.25,37.88,True,16407.54,23.97,True,9238.7,22.83,True,13617.3,27.65,True
116,84,200,Po,17611.04,18.94,True,5452.21,11.51,True,5981.64,1.85,True,-12937.0,15.59,True,1001.07,12.54,True,-16189.71,9.3,True,9804.6,19.56,True,3433.17,12.98,True,,,True,13138.53,28.95,True,7609.49,11.26,True,13450.04,8.94,True
115,85,200,At,18416.01,25.16,True,4196.35,37.14,True,6596.22,1.34,True,-15120.39,39.19,True,4520.7,26.65,True,-15559.76,44.85,True,8235.84,25.05,True,1068.38,30.41,True,,,True,17196.27,30.04,True,9234.15,55.38,True,16345.7,25.85,True
114,86,200,Rn,18917.04,19.14,True,3109.35,22.12,True,7043.36,2.14,True,,,True,3914.75,22.64,True,-18847.47,19.38,True,10576.63,40.0,True,2470.36,14.7,True,,,True,13420.55,14.89,True,7214.54,15.84,True,14999.63,51.53,True
113,87,200,Fr,19584.16,44.44,True,1730.93,31.17,True,7622.26,4.46,True,,,True,7666.9,31.08,True,,,True,8710.21,33.55,True,-342.98,48.48,True,,,True,18073.66,33.42,True,9486.2,34.63,True,18134.15,31.63,True
125,76,201,Os,10898.0,357.0,False,,,True,-2525.0,499.0,False,8501.0,302.0,False,,,True,-1700.0,357.0,False,4532.0,422.0,False,,,True,12423.0,298.0,False,10332.0,499.0,False,6764.0,499.0,False,,,True
124,77,201,Ir,11641.0,200.0,False,19615.0,446.0,False,-1819.0,357.0,False,6504.0,196.0,False,,,True,-1369.0,197.0,False,6357.0,277.0,False,8407.0,357.0,False,7284.0,196.0,False,11298.0,277.0,False,8804.0,277.0,False,2889.0,446.0,False
123,78,201,Pt,12494.67,50.15,True,17835.0,202.0,False,-857.0,202.0,False,3921.83,50.1,True,-12251.0,302.0,False,-4571.94,56.78,True,5212.87,53.99,True,9419.0,202.0,False,1530.32,51.95,True,11368.61,64.77,True,6944.0,202.0,False,5743.0,202.0,False
122,79,201,Au,13449.61,3.24,True,16580.14,41.18,True,-561.52,20.36,True,780.12,14.52,True,-12079.0,196.0,False,-4968.76,3.2,True,7231.94,26.91,True,7090.52,20.36,True,-4984.28,15.52,True,11698.77,3.86,True,8367.34,3.83,True,5067.0,196.0,False
121,80,201,Hg,14259.11,0.59,True,14851.8,2.25,True,332.29,0.84,True,-2391.51,13.76,True,-8352.35,20.12,True,-8686.63,5.77,True,6230.59,0.59,True,7711.42,26.72,True,-11141.36,4.97,True,12142.01,0.8,True,6782.29,0.8,True,7887.86,2.19,True
120,81,201,Tl,15264.08,31.34,True,12665.04,14.19,True,1533.98,14.19,True,-5764.4,20.77,True,-7229.72,30.25,True,-9001.1,17.84,True,8204.93,15.3,True,4966.54,14.19,True,-16391.4,16.38,True,13076.04,14.19,True,8637.53,14.19,True,8046.34,14.19,True
119,82,201,Pb,16181.87,17.0,True,10302.91,13.76,True,2844.28,14.12,True,-8749.85,14.61,True,-3056.74,13.76,True,-12971.6,26.22,True,7091.3,17.55,True,5512.78,14.9,True,-21198.71,51.6,True,13499.16,31.14,True,7121.77,15.68,True,11329.68,13.75,True
118,83,201,Bi,16761.5,18.5,True,7934.98,31.8,True,4500.3,6.0,True,-10627.0,17.25,True,-1658.17,16.24,True,-12545.99,16.95,True,9117.0,27.0,True,2454.35,18.69,True,-25005.01,17.69,True,14526.18,18.18,True,9515.11,17.51,True,11758.71,16.95,True
117,84,201,Po,17455.34,18.72,True,5867.32,11.15,True,5799.3,1.7,True,-12448.86,49.98,True,2440.9,11.96,True,-15604.61,24.96,True,7650.74,9.01,True,3439.4,22.86,True,-28457.99,20.89,True,14987.19,11.66,True,7712.36,28.38,True,15192.71,10.03,True
116,85,201,At,18108.7,9.8,True,4569.81,13.37,True,6472.84,1.57,True,-14378.01,12.22,True,2292.35,23.77,True,-14855.99,15.94,True,9872.86,25.8,True,1136.65,11.15,True,,,True,15129.85,19.83,True,9547.97,19.25,True,14226.45,29.12,True
115,86,201,Rn,18715.51,62.34,True,3441.78,52.91,True,6860.75,2.28,True,-16009.13,53.72,True,5580.47,50.31,True,-18276.14,58.4,True,8138.88,51.58,True,2373.4,55.42,True,,,True,15461.85,50.02,True,7506.24,50.08,True,17047.43,52.7,True
114,87,201,Fr,19325.45,16.46,True,2165.99,10.56,True,7518.91,4.33,True,,,True,5287.5,26.1,True,,,True,10615.24,31.93,True,-304.37,16.42,True,,,True,15798.83,38.67,True,9682.99,16.2,True,15949.49,10.81,True
113,88,201,Ra,,,True,1141.69,42.72,True,8001.53,12.24,True,,,True,8652.6,24.47,True,,,True,,,True,1484.67,36.73,True,,,True,15876.21,24.51,True,7226.83,38.08,True,18813.56,24.33,True
126,76,202,Os,10451.0,499.0,False,,,True,,,True,9605.0,401.0,False,,,True,-1262.0,446.0,False,5920.0,499.0,False,,,True,14258.0,401.0,False,,,True,6637.0,566.0,False,,,True
125,77,202,Ir,11308.0,357.0,False,,,True,-2062.0,499.0,False,7577.0,299.0,False,,,True,-1107.0,302.0,False,4951.0,357.0,False,8826.0,422.0,False,9204.0,298.0,False,12714.0,422.0,False,8571.0,357.0,False,3730.0,499.0,False
124,78,202,Pt,12235.6,32.2,True,18491.0,299.0,False,-1280.0,197.0,False,4653.2,25.16,True,-14742.0,299.0,False,-4362.73,25.36,True,7022.73,56.06,True,10084.0,197.0,False,3248.49,25.44,True,9629.0,197.0,False,6570.44,48.15,True,3438.0,197.0,False
123,79,202,Au,13255.52,35.44,True,17320.0,197.0,False,-957.0,197.0,False,1627.24,23.34,True,-11745.0,197.0,False,-4761.75,23.3,True,6023.58,23.51,True,7901.24,55.25,True,-3611.5,27.92,True,12956.99,30.77,True,7899.76,23.39,True,5691.94,47.2,True
122,80,202,Hg,13984.69,0.59,True,15324.1,20.12,True,133.76,2.19,True,-1404.71,3.85,True,-10893.58,50.1,True,-8235.8,14.18,True,7754.1,0.2,True,8233.58,3.14,True,-9403.71,8.67,True,10605.57,26.72,True,6612.47,0.8,True,5689.76,2.24,True
121,81,202,Tl,15075.62,5.96,True,13318.06,26.76,True,1175.65,1.67,True,-5238.73,15.48,True,-6868.47,3.54,True,-8780.5,13.83,True,6870.7,14.23,True,5606.64,1.64,True,-15389.48,28.02,True,14233.86,1.64,True,8429.91,1.64,True,8759.93,1.67,True
120,82,202,Pb,15832.19,11.55,True,11015.28,3.83,True,2588.78,3.82,True,-7999.0,9.45,True,-5567.04,3.85,True,-12595.5,15.65,True,8740.89,14.26,True,6048.75,14.67,True,-19665.98,17.92,True,11817.42,6.89,True,6982.84,28.2,True,9251.86,3.83,True
119,83,202,Bi,16513.36,27.12,True,8272.2,16.44,True,4362.35,17.15,True,-10150.75,31.93,True,-849.62,20.93,True,-12291.62,16.17,True,7396.37,21.56,True,2759.42,20.64,True,-23837.72,16.93,True,16220.38,18.87,True,9354.38,18.36,True,12964.31,31.91,True
118,84,202,Po,17142.49,11.45,True,6268.5,13.89,True,5700.96,1.69,True,-11666.98,19.51,True,40.45,16.25,True,-15223.5,11.92,True,9491.75,9.96,True,3814.15,17.47,True,-27016.48,17.32,True,13139.95,23.95,True,7720.0,13.66,True,12936.59,13.23,True
117,85,202,At,17745.47,37.16,True,4797.92,35.79,True,6353.84,1.34,True,-13686.97,28.85,True,3536.73,31.83,True,-14589.72,57.06,True,7872.61,29.15,True,1358.52,28.41,True,,,True,17061.84,28.99,True,9481.81,33.3,True,15853.24,29.91,True
116,86,202,Rn,18412.5,22.2,True,3910.81,19.03,True,6773.8,1.83,True,-15349.5,23.05,True,2957.58,18.18,True,-17934.53,19.73,True,10273.63,52.73,True,2774.17,19.34,True,,,True,13424.06,30.09,True,7412.79,18.33,True,14580.25,25.14,True
115,87,202,Fr,19178.9,31.41,True,2493.81,25.46,True,7385.83,3.89,True,,,True,6596.7,10.8,True,-16911.88,21.49,True,8563.66,11.49,True,120.41,50.23,True,,,True,17811.81,15.39,True,9459.74,38.24,True,17566.01,8.86,True
114,88,202,Ra,,,True,1498.32,20.3,True,7880.3,6.74,True,,,True,5858.21,51.95,True,,,True,10933.26,25.25,True,1802.69,17.55,True,,,True,13653.17,34.1,True,7167.52,20.34,True,16220.71,40.48,True
127,76,203,Os,8544.0,499.0,False,,,True,,,True,11986.0,446.0,False,,,True,1065.0,499.0,False,2624.0,566.0,False,,,True,17629.0,401.0,False,,,True,,,True,,,True
126,77,203,Ir,10936.0,446.0,False,,,True,-2254.0,566.0,False,8454.0,401.0,False,,,True,-69.0,401.0,False,5985.0,499.0,False,8891.0,566.0,False,11072.0,401.0,False,11260.0,499.0,False,8953.0,499.0,False,,,True
125,78,203,Pt,12028.0,202.0,False,18965.0,357.0,False,-1568.0,277.0,False,5643.0,196.0,False,-13828.0,446.0,False,-3345.0,197.0,False,5006.0,197.0,False,10139.0,357.0,False,5160.0,196.0,False,10981.0,277.0,False,6848.0,277.0,False,4799.0,357.0,False
124,79,203,Au,12885.36,4.38,True,17825.0,196.0,False,-1169.84,41.17,True,2617.94,3.26,True,-13656.0,298.0,False,-3869.43,3.13,True,6861.77,23.49,True,7740.28,25.34,True,-1618.61,13.14,True,11308.08,50.19,True,8319.78,20.34,True,4114.0,196.0,False
123,80,203,Hg,13749.36,1.58,True,16106.49,50.12,True,-305.5,2.69,True,-482.71,6.57,True,-9866.11,25.2,True,-7360.37,1.95,True,5995.26,1.57,True,8205.26,23.34,True,-7958.38,8.81,True,11842.26,3.5,True,6834.88,26.76,True,6976.3,20.17,True
122,81,203,Tl,14723.17,14.15,True,13938.6,3.31,True,907.45,1.24,True,-4236.55,12.83,True,-8697.37,23.32,True,-7892.08,3.92,True,7852.48,1.55,True,5705.02,1.08,True,-13598.82,10.62,True,12611.97,1.09,True,8605.95,1.16,True,7125.12,26.74,True
121,82,203,Pb,15658.16,15.22,True,11701.96,6.54,True,2334.6,6.55,True,-7475.67,10.86,True,-4730.2,6.54,True,-12116.39,16.73,True,6917.26,7.55,True,6095.31,6.64,True,-18632.86,19.3,True,13105.09,15.55,True,7124.73,8.71,True,10363.11,6.55,True
120,83,203,Bi,16251.03,19.8,True,8921.93,19.09,True,4109.65,30.73,True,-9362.27,16.59,True,-2833.58,12.88,True,-11654.53,15.44,True,8854.66,19.99,True,2873.18,13.33,True,-22401.24,14.22,True,14457.01,18.77,True,9590.28,16.81,True,11168.8,14.02,True
119,84,203,Po,16932.34,9.97,True,6617.79,16.24,True,5496.0,5.0,True,-11157.19,20.13,True,1340.75,9.45,True,-14791.47,29.29,True,7440.59,12.25,True,3858.38,17.66,True,-25972.61,39.09,True,14816.35,17.48,True,7923.92,23.94,True,14586.57,13.94,True
118,85,203,At,17515.75,13.37,True,5324.06,18.5,True,6210.09,0.84,True,-13038.97,12.28,True,1289.96,18.68,True,-13959.24,20.45,True,9643.14,29.91,True,1509.91,13.66,True,,,True,15069.43,11.67,True,9643.26,12.99,True,13854.6,24.7,True
117,86,203,Rn,18224.01,52.95,True,4210.46,18.83,True,6629.87,2.08,True,-14815.42,42.24,True,4498.95,20.12,True,-17321.25,19.49,True,7950.38,25.23,True,2851.94,33.36,True,,,True,15346.54,19.94,True,7698.25,30.48,True,16434.46,19.67,True
116,87,203,Fr,18854.79,11.01,True,2912.09,10.29,True,7274.87,3.57,True,,,True,4178.18,28.66,True,-16269.76,16.26,True,10291.14,9.4,True,137.92,18.6,True,,,True,15659.55,50.12,True,9745.24,15.03,True,15510.71,25.25,True
115,88,203,Ra,19417.71,43.19,True,1843.89,62.66,True,7736.26,6.37,True,,,True,7647.39,41.96,True,,,True,8484.45,40.98,True,1723.48,38.77,True,,,True,15783.95,39.19,True,7393.28,48.89,True,18312.89,40.5,True
127,77,204,Ir,9054.0,499.0,False,,,True,,,True,10963.0,448.0,False,,,True,1868.0,446.0,False,3069.0,566.0,False,9336.0,566.0,False,14659.0,401.0,False,14111.0,566.0,False,10416.0,499.0,False,,,True
126,78,204,Pt,11372.0,197.0,False,19412.0,446.0,False,-1568.0,357.0,False,6768.0,196.0,False,-17571.0,446.0,False,-2850.0,196.0,False,6367.0,277.0,False,10521.0,446.0,False,7188.0,196.0,False,9565.0,357.0,False,6839.0,277.0,False,2964.0,357.0,False
125,79,204,Au,12440.0,201.0,False,18452.0,359.0,False,-1464.0,280.0,False,3696.0,200.0,False,-13249.0,448.0,False,-3452.0,200.0,False,5578.0,200.0,False,8313.0,280.0,False,-4.0,200.0,False,12753.0,202.0,False,7955.0,206.0,False,4893.0,280.0,False
124,80,204,Hg,13487.46,0.73,True,16575.96,25.16,True,-515.9,20.12,True,419.75,1.18,True,-12353.0,196.0,False,-7000.09,1.2,True,7492.2,1.65,True,8835.68,3.04,True,-6348.9,11.02,True,10373.64,23.29,True,6574.62,3.22,True,4696.97,50.1,True
123,81,204,Tl,14508.56,1.56,True,14571.11,23.32,True,469.03,26.74,True,-3700.25,9.25,True,-8491.68,3.26,True,-7630.9,6.46,True,6656.08,0.29,True,6365.85,1.25,True,-12470.71,22.32,True,13709.99,1.06,True,8180.45,1.07,True,7700.97,3.31,True
122,82,204,Pb,15311.91,3.92,True,12342.51,1.05,True,1968.46,1.14,True,-6768.65,10.95,True,-7129.6,1.26,True,-11656.38,12.82,True,8394.65,6.46,True,6637.49,0.34,True,-17139.7,7.36,True,11581.13,1.57,True,6935.0,14.15,True,8199.05,1.06,True
121,83,204,Bi,16047.05,17.92,True,9243.62,9.32,True,3976.42,10.84,True,-8770.46,24.1,True,-2173.49,9.25,True,-11406.32,12.62,True,7192.39,15.73,True,3148.31,11.28,True,-21253.21,26.24,True,16005.52,9.93,True,9489.2,16.53,True,12181.34,16.89,True
120,84,204,Po,16542.26,13.96,True,6978.57,11.63,True,5484.89,1.37,True,-10371.05,13.2,True,-843.66,12.71,True,-14250.0,15.25,True,9101.67,14.01,True,4105.39,16.86,True,-24398.03,18.79,True,13111.05,18.92,True,7939.24,18.74,True,12576.19,17.61,True
119,85,204,At,17427.34,35.77,True,5711.89,27.09,True,6070.41,1.22,True,-12482.74,33.18,True,2360.42,25.69,True,-13793.05,28.76,True,7784.19,24.67,True,1853.51,23.91,True,,,True,16776.99,23.91,True,9509.81,22.83,True,15187.4,26.97,True
118,86,204,Rn,17838.19,18.97,True,4606.52,11.36,True,6546.65,1.82,True,-14026.98,16.95,True,2051.72,11.42,True,-16917.93,9.71,True,9887.81,19.62,True,3096.61,12.91,True,,,True,13331.34,28.95,True,7683.3,11.06,True,14197.39,8.89,True
117,87,204,Fr,18631.56,25.57,True,3379.9,37.24,True,7170.29,2.39,True,,,True,5480.9,26.76,True,-16125.73,45.36,True,8340.42,25.36,True,527.96,30.57,True,,,True,17592.75,30.19,True,9543.69,55.48,True,17043.15,25.91,True
116,88,204,Ra,19160.71,21.4,True,2246.52,23.21,True,7636.64,6.79,True,,,True,4921.51,23.73,True,,,True,10676.26,41.07,True,2108.6,16.5,True,,,True,13671.36,16.82,True,7332.26,17.77,True,15775.51,52.02,True
128,77,205,Ir,7413.0,643.0,False,,,True,,,True,12810.0,540.0,False,,,True,3891.0,540.0,False,4343.0,643.0,False,,,True,17861.0,503.0,False,12391.0,643.0,False,11992.0,643.0,False,,,True
127,78,205,Pt,9482.0,357.0,False,19904.0,499.0,False,-152.0,422.0,False,9321.0,298.0,False,,,True,-388.0,359.0,False,3116.0,357.0,False,10568.0,499.0,False,10804.0,298.0,False,12434.0,499.0,False,8674.0,422.0,False,5767.0,499.0,False
126,79,205,Au,11769.0,196.0,False,18658.0,446.0,False,-1298.0,277.0,False,5051.0,196.0,False,-16371.0,446.0,False,-2151.0,196.0,False,6191.0,280.0,False,8137.0,277.0,False,2295.0,196.0,False,11568.0,277.0,False,8787.0,197.0,False,3653.0,357.0,False
125,80,205,Hg,13161.11,3.67,True,17239.0,196.0,False,-971.94,50.24,True,1482.5,3.7,True,-11655.0,196.0,False,-6012.91,3.7,True,5668.91,3.62,True,8927.0,200.0,False,-4766.34,10.7,True,11566.5,4.73,True,6929.29,23.57,True,6050.79,25.41,True
124,81,205,Tl,14202.13,0.54,True,15255.38,3.22,True,154.92,3.27,True,-2756.37,5.13,True,-10460.0,200.0,False,-6782.3,0.5,True,7546.05,0.48,True,6419.7,1.27,True,-10848.93,15.12,True,12159.2,1.33,True,8388.5,1.15,True,6178.51,23.32,True
123,82,205,Pb,15126.32,6.46,True,13078.92,1.27,True,1467.39,1.06,True,-6248.84,10.12,True,-6369.06,1.18,True,-11195.66,9.25,True,6731.66,0.11,True,6713.06,0.21,True,-16060.45,5.13,True,12701.94,0.35,True,7074.03,1.57,True,9221.49,1.05,True
122,83,205,Bi,15682.31,13.76,True,9881.07,5.12,True,3691.42,15.04,True,-8092.56,15.92,True,-4007.33,5.11,True,-10794.58,12.09,True,8489.93,10.51,True,3243.58,5.11,True,-19754.69,9.35,True,14432.86,8.23,True,9740.16,6.35,True,10562.11,5.29,True
121,84,205,Po,16353.14,13.27,True,7312.78,12.0,True,5324.72,9.94,True,-9811.61,11.27,True,299.52,10.12,True,-13717.28,24.45,True,7251.47,14.91,True,4164.47,13.62,True,-23360.39,71.23,True,14714.24,16.26,True,8084.14,18.39,True,14065.62,10.75,True
120,85,205,At,16952.02,18.42,True,6025.06,19.73,True,6019.57,1.72,True,-11662.13,16.99,True,384.98,17.64,True,-13073.07,16.81,True,9167.83,26.91,True,1919.67,18.66,True,-27078.64,53.01,True,15049.75,17.39,True,9833.72,17.39,True,13415.94,21.49,True
119,86,205,Rn,17698.72,18.87,True,4976.84,10.04,True,6386.48,1.84,True,-13548.78,70.7,True,3342.49,12.09,True,-16388.41,25.1,True,7810.91,8.97,True,3123.32,22.86,True,,,True,15163.58,11.73,True,7745.0,28.43,True,15878.23,10.02,True
118,87,205,Fr,18328.86,10.0,True,3725.2,13.16,True,7054.71,2.4,True,-15416.51,51.42,True,3276.65,23.62,True,-15437.92,17.16,True,9988.44,25.8,True,628.59,10.8,True,,,True,15554.69,19.79,True,9828.88,19.19,True,14927.32,29.05,True
117,88,205,Ra,18965.37,80.17,True,2585.25,72.83,True,7486.4,50.0,True,,,True,6520.21,70.91,True,,,True,8289.11,72.16,True,2057.29,74.68,True,,,True,15673.38,70.8,True,7606.81,70.87,True,17760.03,72.66,True
116,89,205,Ac,,,True,1347.67,51.2,True,8093.2,50.0,True,,,True,6210.41,56.45,True,,,True,,,True,-760.94,53.06,True,,,True,16155.77,63.53,True,9895.89,52.99,True,16656.86,51.3,True
128,78,206,Pt,7852.0,357.0,False,,,True,1031.0,499.0,False,11314.0,299.0,False,,,True,1067.0,357.0,False,4737.0,422.0,False,10961.0,585.0,False,14154.0,298.0,False,10767.0,499.0,False,9922.0,499.0,False,3655.0,499.0,False
127,79,206,Au,9707.0,359.0,False,19105.0,499.0,False,137.0,422.0,False,8039.0,298.0,False,-15544.0,585.0,False,2.0,298.0,False,3516.0,357.0,False,8537.0,422.0,False,5814.0,298.0,False,14418.0,357.0,False,10276.0,357.0,False,6121.0,499.0,False
126,80,206,Hg,12398.29,20.44,True,17602.0,197.0,False,-678.59,32.41,True,2839.78,20.41,True,-15268.0,299.0,False,-5196.24,20.41,True,6729.38,20.74,True,9465.0,197.0,False,-2757.13,20.82,True,10415.0,201.0,False,7061.69,20.66,True,4327.0,197.0,False
125,81,206,Tl,14049.86,0.59,True,16181.0,200.0,False,-325.3,23.32,True,-2225.09,7.57,True,-10773.0,196.0,False,-6554.45,0.61,True,6503.81,0.39,True,7254.6,3.74,True,-9823.65,15.1,True,13147.58,1.32,True,7879.95,1.38,True,6536.47,3.25,True
124,82,206,Pb,14818.33,0.12,True,13673.38,1.18,True,1134.82,1.05,True,-5596.91,4.13,True,-8786.81,3.7,True,-10792.4,5.11,True,8086.66,0.06,True,7253.68,0.5,True,-14652.62,8.58,True,11271.37,0.21,True,6839.85,0.36,True,7130.08,1.27,True
123,83,206,Bi,15525.02,11.94,True,10260.07,7.55,True,3527.02,7.71,True,-7598.56,16.87,True,-3496.37,7.56,True,-10578.2,12.62,True,7035.09,9.11,True,3547.01,7.55,True,-18785.86,29.21,True,15792.42,7.55,True,9622.33,9.93,True,11379.5,7.55,True
122,84,206,Po,15990.06,11.7,True,7656.72,4.13,True,5327.02,1.3,True,-9055.71,9.47,True,-1707.41,4.13,True,-13288.04,15.61,True,8738.59,10.83,True,4413.14,6.48,True,-21754.21,18.44,True,13168.03,10.02,True,8200.21,13.39,True,12244.28,7.66,True
121,85,206,At,16696.92,26.9,True,6361.76,17.62,True,5886.85,4.94,True,-11187.3,31.96,True,1345.82,15.9,True,-12791.25,15.89,True,7529.09,21.25,True,2197.29,18.11,True,-25909.17,52.69,True,16622.33,18.65,True,9745.23,17.37,True,14741.51,19.73,True
120,86,206,Rn,17305.41,11.3,True,5369.66,13.91,True,6383.74,1.64,True,-12698.5,19.91,True,1099.46,13.23,True,-15894.47,11.62,True,9494.5,9.96,True,3449.99,17.35,True,,,True,13453.27,23.89,True,7893.65,13.61,True,13824.33,12.2,True
